2025-10-08 17:24:24,278 | INFO | logger.py:69 | Logging initialized. Logs for this run will be saved in: ./distillation_experiments/distillation_runs/distill_2025-10-08_17-24-20/logs_2025-10-08_17-24-24
2025-10-08 17:24:24,278 | INFO | logger.py:70 | Log level set to: INFO
2025-10-08 17:24:24,278 | INFO | main.py:92 | Logging initialized at directory: ./distillation_experiments/distillation_runs/distill_2025-10-08_17-24-20/logs_2025-10-08_17-24-24
2025-10-08 17:24:24,278 | INFO | main.py:96 | using fix seed:238822
2025-10-08 17:24:24,279 | INFO | main.py:114 | setting torch dtype to torch.float32
2025-10-08 17:24:24,321 | INFO | data_sets.py:93 | Dataset 'TRAIN' initialized:
2025-10-08 17:24:24,321 | INFO | data_sets.py:94 |  - Total samples after applying 100% and spliting: 10982
2025-10-08 17:24:24,321 | INFO | data_sets.py:101 |  - Sequence Length: 6, Context Length: 6, Prediction Length: 9.
2025-10-08 17:24:24,321 | INFO | data_sets.py:106 |  - Target Feature: target
2025-10-08 17:24:24,321 | INFO | data_sets.py:107 |  - Scaling Enabled: False
2025-10-08 17:24:24,321 | INFO | data_sets.py:108 |  - Validation Split: 0%
2025-10-08 17:24:24,336 | INFO | data_sets.py:93 | Dataset 'TEST' initialized:
2025-10-08 17:24:24,337 | INFO | data_sets.py:94 |  - Total samples after applying 100% and spliting: 2745
2025-10-08 17:24:24,337 | INFO | data_sets.py:101 |  - Sequence Length: 6, Context Length: 6, Prediction Length: 9.
2025-10-08 17:24:24,337 | INFO | data_sets.py:106 |  - Target Feature: target
2025-10-08 17:24:24,337 | INFO | data_sets.py:107 |  - Scaling Enabled: False
2025-10-08 17:24:24,337 | INFO | data_sets.py:108 |  - Validation Split: 0%
2025-10-08 17:24:24,337 | INFO | time_llm.py:31 | Initializing TimeLLM model...
2025-10-08 17:24:24,337 | DEBUG | time_llm.py:54 | Initializing Model with configs: {'task_name': 'long_term_forecast', 'mode': 'training+inference', 'method': 'time_llm', 'teacher_checkpoint_path': 'distillation_experiments/pipeline_runs/pipeline_2025-10-08_17-20-43/phase_1_teacher/bert_570_1epochs/logs/logs_2025-10-08_17-20-50/checkpoints/checkpoint.pth', 'restore_from_checkpoint': False, 'llm_model': 'BERT', 'llm_layers': 12, 'llm_dim': 768, 'num_workers': 1, 'torch_dtype': torch.float32, 'model_id': 'test', 'sequence_length': 6, 'context_length': 6, 'prediction_length': 9, 'patch_len': 6, 'stride': 8, 'prediction_batch_size': 64, 'train_batch_size': 32, 'learning_rate': 0.0005, 'train_epochs': 1, 'features': 'S', 'd_model': 32, 'd_ff': 32, 'factor': 1, 'enc_in': 1, 'dec_in': 1, 'c_out': 1, 'e_layers': 2, 'd_layers': 1, 'n_heads': 8, 'dropout': 0.1, 'moving_avg': 25, 'activation': 'gelu', 'embed': 'timeF', 'patience': 10, 'lradj': 'COS', 'des': 'test', 'model_comment': 'time_llm_BERT_768_6_6_9_6', 'prompt_domain': 0, 'timeenc': 0, 'eval_metrics': ['rmse', 'mae', 'mape'], 'seed': 238822, 'student_model': 'TinyBERT', 'student_layers': 4, 'student_dim': 312, 'student_d_ff': 32}
2025-10-08 17:24:24,337 | DEBUG | time_llm.py:65 | Initializing LLM based on config
2025-10-08 17:24:24,337 | DEBUG | time_llm.py:120 | LLM model is BERT
2025-10-08 17:24:24,339 | DEBUG | connectionpool.py:1049 | Starting new HTTPS connection (1): huggingface.co:443
2025-10-08 17:24:24,866 | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /google-bert/bert-base-uncased/resolve/main/config.json HTTP/1.1" 307 0
2025-10-08 17:24:25,012 | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/models/google-bert/bert-base-uncased/86b5e0934494bd15c9632b12f734a8a67f723594/config.json HTTP/1.1" 200 0
2025-10-08 17:24:25,328 | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /google-bert/bert-base-uncased/resolve/main/tokenizer_config.json HTTP/1.1" 307 0
2025-10-08 17:24:25,134 | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/models/google-bert/bert-base-uncased/86b5e0934494bd15c9632b12f734a8a67f723594/tokenizer_config.json HTTP/1.1" 200 0
2025-10-08 17:24:24,963 | DEBUG | time_llm.py:407 | Initializing ReprogrammingLayer
2025-10-08 17:24:24,968 | DEBUG | time_llm.py:30 | Initializing FlattenHead with n_vars=1, nf=64, target_window=9, head_dropout=0.100000
2025-10-08 17:24:25,401 | INFO | main.py:479 | 🔍 Calculating efficiency metrics for TimeLLM...
2025-10-08 17:24:25,401 | INFO | efficiency_calculator.py:37 | Calculating efficiency metrics for time_llm
2025-10-08 17:24:25,473 | DEBUG | time_llm.py:317 | Model forward pass
2025-10-08 17:24:25,473 | DEBUG | time_llm.py:324 | Starting forecast function
2025-10-08 17:24:25,474 | DEBUG | time_llm.py:391 | Calculating lags
2025-10-08 17:24:25,475 | DEBUG | time_llm.py:398 | Lags calculated
2025-10-08 17:24:25,476 | DEBUG | time_llm.py:335 | Generated statistics for forecast prompts
2025-10-08 17:24:25,650 | DEBUG | time_llm.py:417 | ReprogrammingLayer forward pass
2025-10-08 17:24:25,654 | DEBUG | time_llm.py:436 | Reprogramming complete
2025-10-08 17:24:25,655 | DEBUG | time_llm.py:427 | ReprogrammingLayer output shape: torch.Size([1, 2, 256])
2025-10-08 17:24:25,658 | WARNING | logging.py:328 | BertSdpaSelfAttention is used but `torch.nn.functional.scaled_dot_product_attention` does not support non-absolute `position_embedding_type` or `output_attentions=True` or `head_mask`. Falling back to the manual attention implementation, but specifying the manual implementation will be required from Transformers version v5.0.0 onwards. This warning can be removed using the argument `attn_implementation="eager"` when loading the model.
